date,price,CPI,price_real
8/1/2020,9.010071429,259.918,3.46650537
9/1/2020,9.96297619,260.28,3.827791682
10/1/2020,10.54665909,260.388,4.050362955
11/1/2020,11.4475,260.229,4.399010103
12/1/2020,12.07215909,260.474,4.634688718
1/1/2021,13.70776316,261.582,5.240331199
2/1/2021,13.82126316,263.014,5.254953409
3/1/2021,14.13728261,264.877,5.337300939
4/1/2021,14.6182381,267.054,5.473888463
5/1/2021,15.571875,269.195,5.784607812
6/1/2021,14.60556818,271.696,5.375702322
7/1/2021,14.1052381,273.003,5.166697104
8/1/2021,13.38520455,273.567,4.892843269
9/1/2021,12.815,274.31,4.671721775
10/1/2021,12.31366667,276.589,4.451972662
11/1/2021,12.42833333,277.948,4.471459889
12/1/2021,12.939375,278.802,4.641062474
1/1/2022,14.05325,281.148,4.998523909
2/1/2022,15.885375,283.716,5.599040942
3/1/2022,16.73315217,287.504,5.820145867
4/1/2022,16.79819048,289.109,5.810331216
5/1/2022,16.58369048,292.296,5.673594738
6/1/2022,16.87606364,296.311,5.695388844
7/1/2022,15.62789524,296.276,5.274775965
8/1/2022,15.71304348,296.171,5.305395693
9/1/2022,14.63772727,296.808,4.931715881
10/1/2022,13.81238095,298.012,4.634840527
11/1/2022,14.41727273,297.711,4.842707433
12/1/2022,14.74636364,296.797,4.968501581
1/1/2023,15.11090909,299.17,5.050943975
2/1/2023,15.279,300.84,5.078779418
3/1/2023,14.90347826,301.836,4.937607926
4/1/2023,14.8865,303.363,4.907157432
5/1/2023,13.82956522,304.127,4.547299391
6/1/2023,14.30227273,305.109,4.687594508
7/1/2023,15.0952381,305.691,4.938070828
8/1/2023,13.88608696,307.026,4.522772324
9/1/2023,13.25809524,307.789,4.307527312
10/1/2023,12.84590909,307.671,4.175209588
11/1/2023,13.42368421,307.051,4.371809312
12/1/2023,13.13428571,306.746,4.281811569
1/1/2024,12.35086957,308.417,4.004600773
2/1/2024,11.70857143,310.326,3.7729908
3/1/2024,11.79285714,312.332,3.775744126
4/1/2024,11.64863636,313.548,3.715104661
5/1/2024,12.18434783,314.069,3.879513045
6/1/2024,11.7245,314.175,3.731837352
7/1/2024,11.18,314.54,3.554396897
8/1/2024,9.867727273,314.796,3.134641886
9/1/2024,10.12857143,315.301,3.212349922
10/1/2024,10.03217391,315.664,3.178117845
11/1/2024,9.953809524,315.493,3.155001703
12/1/2024,9.833181818,315.605,3.115660974
1/1/2025,10.28478261,317.671,3.237557916
2/1/2025,10.404,319.082,3.260603857
3/1/2025,10.06,319.799,3.145725909
